rev_id	original	corrected	errorCode	idx	teifile	Main_category	Subcategory
82-28	rennur	rann	pres4past	NA	texti017-2006.xml	grammar	tense
82-29	lendum	lentum	pres4past	NA	texti017-2006.xml	grammar	tense
82-30	En sem	. Sem	conjunction4period	NA	texti017-2006.xml	orthography	punctuation
82-31	NA	,	missing-comma	NA	texti017-2006.xml	orthography	punctuation
82-31b	íli	ýli	í4ý	NA	texti017-2006.xml	orthography	spelling
82-32	NA	,	missing-comma	NA	texti017-2006.xml	orthography	punctuation
83-1	NA	,	missing-comma	NA	texti016-2006.xml	orthography	punctuation
83-2	, ég	. Ég	comma4period	NA	texti016-2006.xml	orthography	punctuation
83-3	eru	erum	agreement	NA	texti016-2006.xml	grammar	agreement
83-4	föstudags morgun	föstudagsmorgun ,	split-compound	4-1	texti016-2006.xml	orthography	spacing
83-4	föstudags morgun	föstudagsmorgun ,	missing-comma	4-2	texti016-2006.xml	orthography	punctuation
83-5	við	. Við	missing-period	NA	texti016-2006.xml	orthography	punctuation
83-6	NA	,	missing-comma	NA	texti016-2006.xml	orthography	punctuation
83-7	Það er lagt	Lagt verður	wording	NA	texti016-2006.xml	style	wording
83-8	gellunesti	Gellunesti	lower4upper-proper	NA	texti016-2006.xml	orthography	capitalization
83-9	akinn	Ak-inn	lower4upper-proper	9-1	texti016-2006.xml	orthography	capitalization
83-9	akinn	Ak-inn	missing-hyphen	9-1	texti016-2006.xml	orthography	spacing
83-9	akinn	Ak-inn	name-error	9-1	texti016-2006.xml	orthography	spelling
83-10	fylltum	fyllum	past4pres	NA	texti016-2006.xml	grammar	tense
83-11	herðubreiðarlindum	Herðubreiðarlindum	lower4upper-proper	NA	texti016-2006.xml	orthography	capitalization
83-12	laugarfells	Laugarfells	lower4upper-proper	NA	texti016-2006.xml	orthography	capitalization
83-13	náttúru lauginni	náttúrulauginni	split-compound	NA	texti016-2006.xml	orthography	spacing
83-13b	NA	klukkan	missing-word	NA	texti016-2006.xml	vocabulary	omission
83-13c	NA	klukkan	missing-word	NA	texti016-2006.xml	vocabulary	omission
83-14	herðubreiðalindum	Herðubreiðarlindum	lower4upper-proper	14-1	texti016-2006.xml	orthography	capitalization
83-14	herðubreiðalindum	Herðubreiðarlindum	compound-collocation	14-1	texti016-2006.xml	orthography	nonword
83-14	herðubreiðalindum	Herðubreiðarlindum	name-error	14-1	texti016-2006.xml	orthography	spelling
83-15	höldum	héldum	pres4past	NA	texti016-2006.xml	grammar	tense
83-16	laugarfells	Laugarfells	lower4upper-proper	NA	texti016-2006.xml	orthography	capitalization
83-16b	þá	NA	extra-word	NA	texti016-2006.xml	vocabulary	insertion
83-17	NA	aftur	wording	17-1	texti016-2006.xml	style	wording
83-18	aftur	NA	dep	17-1	texti016-2006.xml	other	miscellaneous
83-20	þá	NA	extra-word	NA	texti016-2006.xml	vocabulary	insertion
83-21	laugarfelli	Laugarfelli	lower4upper-proper	NA	texti016-2006.xml	orthography	capitalization
83-22	endann á deginum	enda dags	def4ind	22-1	texti016-2006.xml	grammar	definitiveness
83-22	endann á deginum	enda dags	wording	22-1	texti016-2006.xml	style	wording
83-23	sex leitið	sexleytið	split-compound	23-1	texti016-2006.xml	orthography	spacing
83-23	sex leitið	sexleytið	i4y	23-1	texti016-2006.xml	orthography	spelling
84-1	NA	?	missing-qm	NA	texti085-2006.xml	orthography	punctuation
84-2	NA	.	missing-period	NA	texti085-2006.xml	orthography	punctuation
84-3	stúdentagörðum	stúdentagörðunum	ind4def	NA	texti085-2006.xml	grammar	definitiveness
84-4	landspítalanum	Landspítalanum	lower4upper-proper	NA	texti085-2006.xml	orthography	capitalization
84-5	þau	NA	extra-dem-pro	NA	texti085-2006.xml	grammar	definitiveness
84-5b	að	NA	extra-conjunction	5b-1	texti085-2006.xml	orthography	punctuation
84-5b	að	NA	style	5b-1	texti085-2006.xml	style	style
84-6	hjálpað til með	unnið	wording	NA	texti085-2006.xml	style	wording
84-7	frístundar tíma	frítíma	split-compound	7-1	texti085-2006.xml	orthography	spacing
84-7	frístundar tíma	frítíma	wording	7-1	texti085-2006.xml	style	wording
84-8	,	NA	extra-comma	8-1	texti085-2006.xml	orthography	punctuation
84-8	,	NA	comma-plus-conjunction	8-1	texti085-2006.xml	orthography	punctuation
84-9	auðvitað	NA	wording	9-1	texti085-2006.xml	style	wording
84-10	ég	auðvitað	dep	9-1	texti085-2006.xml	other	miscellaneous
84-11	NA	.	missing-period	NA	texti085-2006.xml	orthography	punctuation
84-12	NA	fyrir mér	missing-words	NA	texti085-2006.xml	vocabulary	omission
84-13	hvaða	NA	extra-word	NA	texti085-2006.xml	vocabulary	insertion
84-13b	að	NA	extra-conjunction	13b-1	texti085-2006.xml	orthography	punctuation
84-13b	að	NA	style	13b-1	texti085-2006.xml	style	style
84-14	uppá	upp á	merged-words	14-1	texti085-2006.xml	orthography	spacing
84-14	uppá	upp á	nonword	14-1	texti085-2006.xml	orthography	nonword
84-15	kamar hreinsir	kamarhreinsir	split-compound	NA	texti085-2006.xml	orthography	spacing
85-1	eftir	NA	repeat-word	NA	texti084-2006.xml	vocabulary	insertion
85-2	einhverstaðar	einhvers staðar	merged-words	2-1	texti084-2006.xml	orthography	spacing
85-2	einhverstaðar	einhvers staðar	agreement-concord	2-1	texti084-2006.xml	grammar	agreement
85-3	með	í	wrong-prep	3-1	texti084-2006.xml	grammar	prep
85-4	launaða	launaðri	dep	3-1	texti084-2006.xml	other	miscellaneous
85-6	hugsa	held	wording	NA	texti084-2006.xml	style	wording
85-7	NA	með mig	missing-words	NA	texti084-2006.xml	vocabulary	omission
86-1	NA	.	missing-period	NA	texti031-2008.xml	orthography	punctuation
86-2	akkúrat	nákvæmlega	wording	NA	texti031-2008.xml	style	wording
86-3	e	er	missing-letter	NA	texti031-2008.xml	orthography	typo
86-4	.	?	period4qm	NA	texti031-2008.xml	orthography	punctuation
86-5	Brekkusöng	brekkusöng	upper4lower-common	NA	texti031-2008.xml	orthography	capitalization
86-6	útilegu stemmning	útilegustemmning	split-compound	NA	texti031-2008.xml	orthography	spacing
86-7	verið að gera	gert	cont4simple	NA	texti031-2008.xml	grammar	aspect
86-8	skemmtilegt að syngja	sungið	wording	NA	texti031-2008.xml	style	wording
86-8b	NA	,	missing-comma	NA	texti031-2008.xml	orthography	punctuation
86-9	að	NA	extra-conjunction	NA	texti031-2008.xml	orthography	punctuation
87-1	siðan	síðan	missing-accent	NA	texti030-2008.xml	orthography	typo
87-2	chilla	slappa af	fw4ice	NA	texti030-2008.xml	style	style
87-3	NA	á	missing-prep	NA	texti030-2008.xml	grammar	prep
87-4	var	væri	ind4sub	NA	texti030-2008.xml	grammar	mood
87-4b	seiði	seyði	i4y	NA	texti030-2008.xml	orthography	spelling
87-5	hún	NA	wording	5-1	texti030-2008.xml	style	wording
87-6	NA	hún	dep	5-1	texti030-2008.xml	other	miscellaneous
87-7	greindist	hefði greinst	verb-inflection	NA	texti030-2008.xml	grammar	inflection
87-8	coronaveiruna	kórónuveiruna	fw4ice	NA	texti030-2008.xml	style	style
87-9	þurfum	þyrftum	pres4past	9-1	texti030-2008.xml	grammar	tense
87-9	þurfum	þyrftum	ind4sub-verb	9-1	texti030-2008.xml	grammar	mood
87-10	sótthví	sóttkví	hv4kv	10-1	texti030-2008.xml	orthography	spelling
87-10	sótthví	sóttkví	nonword	10-1	texti030-2008.xml	orthography	nonword
87-11	Fagnaðar lætin	Fagnaðarlætin	split-compound	NA	texti030-2008.xml	orthography	spacing
87-11b	„	NA	extra-quots	11b-1	texti030-2008.xml	orthography	punctuation
87-11c	""""	NA	dep	11b-1	texti030-2008.xml	other	miscellaneous
87-12	hjá	talsvert minni í	wording	12-1	texti030-2008.xml	style	wording
87-12	hjá	talsvert minni í	wrong-prep	12-2	texti030-2008.xml	grammar	prep
87-13	ekki eins mikið	NA	dep	12-1	texti030-2008.xml	other	miscellaneous
87-14	sumir monntuðu	. Sumir montuðu	missing-period	14-1	texti030-2008.xml	orthography	punctuation
87-14	sumir monntuðu	. Sumir montuðu	nn4n	14-2	texti030-2008.xml	orthography	spelling
87-14	sumir monntuðu	. Sumir montuðu	pronun-writing	14-2	texti030-2008.xml	orthography	spelling
87-14	sumir monntuðu	. Sumir montuðu	nonword	14-2	texti030-2008.xml	orthography	nonword
87-15	í	við	wrong-prep	NA	texti030-2008.xml	grammar	prep
87-15b	NA	að	missing-inf-part	NA	texti030-2008.xml	grammar	syntax
87-16	NA	við	missing-prep	NA	texti030-2008.xml	grammar	prep
87-17	23.sept.2020	23.september2020	abbreviation4words	NA	texti030-2008.xml	style	style
87-18	Sigurborg	Sigurborgu	nominal-inflection	18-1	texti030-2008.xml	grammar	inflection
87-18	Sigurborg	Sigurborgu	case-prep	18-1	texti030-2008.xml	grammar	case
87-19	mamma	. Mamma	missing-period	NA	texti030-2008.xml	orthography	punctuation
87-20	hæ	: „ Hæ ,	missing-colon	20-1	texti030-2008.xml	orthography	punctuation
87-20	hæ	: „ Hæ ,	missing-quots	20-2	texti030-2008.xml	orthography	punctuation
87-20	hæ	: „ Hæ ,	lower4upper-initial	20-3	texti030-2008.xml	orthography	capitalization
87-20	hæ	: „ Hæ ,	missing-comma	20-4	texti030-2008.xml	orthography	punctuation
87-21	og	? “	extra-conjunction	21-1	texti030-2008.xml	orthography	punctuation
87-21	og	? “	missing-qm	21-2	texti030-2008.xml	orthography	punctuation
87-21	og	? “	dep	20-2	texti030-2008.xml	other	miscellaneous
87-22	sagði hver	spurði : „ Hver	wording	22-1	texti030-2008.xml	style	wording
87-22	sagði hver	spurði : „ Hver	missing-colon	22-2	texti030-2008.xml	orthography	punctuation
87-22	sagði hver	spurði : „ Hver	missing-quots	22-3	texti030-2008.xml	orthography	punctuation
87-22	sagði hver	spurði : „ Hver	lower4upper-initial	22-4	texti030-2008.xml	orthography	capitalization
87-23	.	? “	period4qm	23-1	texti030-2008.xml	orthography	punctuation
87-23	.	? “	dep	22-3	texti030-2008.xml	other	miscellaneous
87-24	var	væri	ind4sub-verb	NA	texti030-2008.xml	grammar	mood
87-25	sótthví mamma var bara	sóttkví . Mamma varð hvumsa og spurði	hv4kv	25-1	texti030-2008.xml	orthography	spelling
87-25	sótthví mamma var bara	sóttkví . Mamma varð hvumsa og spurði	nonword	25-1	texti030-2008.xml	orthography	nonword
87-25	sótthví mamma var bara	sóttkví . Mamma varð hvumsa og spurði	missing-period	25-2	texti030-2008.xml	orthography	punctuation
87-25	sótthví mamma var bara	sóttkví . Mamma varð hvumsa og spurði	wording	25-3	texti030-2008.xml	style	wording
87-26	ha afhverju	„ Ha ? Af hverju	missing-quots	26-1	texti030-2008.xml	orthography	punctuation
87-26	ha afhverju	„ Ha ? Af hverju	lower4upper-initial	26-2	texti030-2008.xml	orthography	capitalization
87-26	ha afhverju	„ Ha ? Af hverju	missing-qm	26-3	texti030-2008.xml	orthography	punctuation
87-26	ha afhverju	„ Ha ? Af hverju	merged-words	26-4	texti030-2008.xml	orthography	spacing
87-26	ha afhverju	„ Ha ? Af hverju	nonword	26-4	texti030-2008.xml	orthography	nonword
87-27	og	NA	extra-conjunction	NA	texti030-2008.xml	orthography	punctuation
87-28	.	? “	period4qm	NA	texti030-2008.xml	orthography	punctuation
87-28	.	? “	dep	26-1	texti030-2008.xml	other	miscellaneous
87-29	mamma	„ Mamma ,	missing-quots	29-1	texti030-2008.xml	orthography	punctuation
87-29	mamma	„ Mamma ,	lower4upper-initial	29-2	texti030-2008.xml	orthography	capitalization
87-29	mamma	„ Mamma ,	missing-comma	29-3	texti030-2008.xml	orthography	punctuation
87-30	þrjátíu og fjóra	34	word4number	NA	texti030-2008.xml	style	numbers
87-31	5	fimm	number4word	NA	texti030-2008.xml	style	numbers
87-32	svo	. “ Svo	missing-period	NA	texti030-2008.xml	orthography	punctuation
87-32	svo	. “ Svo	dep	29-1	texti030-2008.xml	other	miscellaneous
87-33	NA	myndu	verb-inflection	NA	texti030-2008.xml	grammar	inflection
87-34	email	tölvupóst	fw4ice	NA	texti030-2008.xml	style	style
87-35	og byrjaði	NA	extra-conjunction	35-1	texti030-2008.xml	orthography	punctuation
87-35	og byrjaði	NA	extra-word	35-2	texti030-2008.xml	vocabulary	insertion
87-36	24.sept.2020	24.september2020	abbreviation4words	NA	texti030-2008.xml	style	style
87-37	Nesta	Næsta	letter-rep	NA	texti030-2008.xml	orthography	typo
87-38	NA	á myndbönd	missing-prep	38-1	texti030-2008.xml	grammar	prep
87-38	NA	á myndbönd	missing-obj	38-2	texti030-2008.xml	grammar	syntax
87-39	Cherios	Cheerios	missing-letter	39-1	texti030-2008.xml	orthography	typo
87-39	Cherios	Cheerios	foreign-name	39-1	texti030-2008.xml	orthography	foreign
87-40	hvað	hversu lengi	interr-pro	40-1	texti030-2008.xml	vocabulary	pro
87-40	hvað	hversu lengi	wording	40-2	texti030-2008.xml	style	wording
87-41	mundi	myndi	u4y	NA	texti030-2008.xml	orthography	spelling
87-42	lengi i sótthví	í sóttkví og	dep	40-2	texti030-2008.xml	other	miscellaneous
87-42	lengi i sótthví	í sóttkví og	missing-accent	42-1	texti030-2008.xml	orthography	typo
87-42	lengi i sótthví	í sóttkví og	hv4kv	42-2	texti030-2008.xml	orthography	spelling
87-42	lengi i sótthví	í sóttkví og	nonword	42-2	texti030-2008.xml	orthography	nonword
87-42	lengi i sótthví	í sóttkví og	missing-conjunction	42-3	texti030-2008.xml	orthography	punctuation
87-43	NA	„	missing-quots	43-1	texti030-2008.xml	orthography	punctuation
87-44	NA	“	dep	43-1	texti030-2008.xml	other	miscellaneous
87-45	Ég var alveg : SVONA LENGI	„ Svona lengi ? “	extra-words	45-1	texti030-2008.xml	vocabulary	insertion
87-45	Ég var alveg : SVONA LENGI	„ Svona lengi ? “	missing-quots	45-2	texti030-2008.xml	orthography	punctuation
87-45	Ég var alveg : SVONA LENGI	„ Svona lengi ? “	caps4low	45-2	texti030-2008.xml	orthography	capitalization
87-45	Ég var alveg : SVONA LENGI	„ Svona lengi ? “	caps4low	45-3	texti030-2008.xml	orthography	capitalization
87-45	Ég var alveg : SVONA LENGI	„ Svona lengi ? “	missing-qm	45-4	texti030-2008.xml	orthography	punctuation
87-46	siðan	. Síðan	missing-period	46-1	texti030-2008.xml	orthography	punctuation
87-46	siðan	. Síðan	missing-accent	46-2	texti030-2008.xml	orthography	typo
87-47	og	í	extra-conjunction	47-1	texti030-2008.xml	orthography	punctuation
87-47	og	í	missing-prep	47-2	texti030-2008.xml	grammar	prep
87-48	út af	NA	extra-words	NA	texti030-2008.xml	vocabulary	insertion
87-49	sótthví	sóttkví	hv4kv	49-1	texti030-2008.xml	orthography	spelling
87-49	sótthví	sóttkví	nonword	49-1	texti030-2008.xml	orthography	nonword
87-50	NA	,	missing-comma	NA	texti030-2008.xml	orthography	punctuation
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	missing-hyphen	51-1	texti030-2008.xml	orthography	spacing
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	missing-letter	51-1	texti030-2008.xml	orthography	typo
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	foreign-name	51-1	texti030-2008.xml	orthography	foreign
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	missing-period	51-2	texti030-2008.xml	orthography	punctuation
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	wording	51-3	texti030-2008.xml	style	wording
87-51	hunangs Cherios ég var bara : jess	hunangs-Cheerios . Ég varð mjög ánægður	style	51-3	texti030-2008.xml	style	style
87-52	þarf	þyrfti	pres4past	52-1	texti030-2008.xml	grammar	tense
87-52	þarf	þyrfti	ind4sub-verb	52-1	texti030-2008.xml	grammar	mood
87-53	út að	NA	extra-words	NA	texti030-2008.xml	vocabulary	insertion
87-54	NA	„	missing-quots	54-1	texti030-2008.xml	orthography	punctuation
87-55	svo	og	conjunction	NA	texti030-2008.xml	grammar	conjunction
87-56	ekki	NA	wording	56-1	texti030-2008.xml	style	wording
87-57	NA	sem minnst “	dep	56-1	texti030-2008.xml	other	miscellaneous
87-57	NA	sem minnst “	dep	54-1	texti030-2008.xml	other	miscellaneous
87-58	ok	„ Ókei ,	missing-quots	58-1	texti030-2008.xml	orthography	punctuation
87-58	ok	„ Ókei ,	lower4upper-initial	58-2	texti030-2008.xml	orthography	capitalization
87-58	ok	„ Ókei ,	fw4ice	58-2	texti030-2008.xml	style	style
87-58	ok	„ Ókei ,	missing-comma	58-3	texti030-2008.xml	orthography	punctuation
87-59	NA	, “	missing-comma	NA	texti030-2008.xml	orthography	punctuation
87-59	NA	, “	dep	58-1	texti030-2008.xml	other	miscellaneous
87-60	ég	NA	extra-sub	NA	texti030-2008.xml	grammar	syntax
87-61	jess	: Já ,	missing-colon	61-1	texti030-2008.xml	orthography	punctuation
87-61	jess	: Já ,	lower4upper-initial	61-2	texti030-2008.xml	orthography	capitalization
87-61	jess	: Já ,	wording	61-2	texti030-2008.xml	style	wording
87-61	jess	: Já ,	missing-comma	61-3	texti030-2008.xml	orthography	punctuation
87-62	þarf	þyrfti	pres4past	62-1	texti030-2008.xml	grammar	tense
87-62	þarf	þyrfti	ind4sub	62-1	texti030-2008.xml	grammar	mood
87-63	skólan	skólann	n4nn	63-1	texti030-2008.xml	orthography	spelling
87-63	skólan	skólann	nonword	63-1	texti030-2008.xml	orthography	nonword
87-64	að	af	að4af	NA	texti030-2008.xml	grammar	prep
87-65	komst	kæmist	ind4sub	NA	texti030-2008.xml	grammar	mood
87-66	NA	,	missing-comma	NA	texti030-2008.xml	orthography	punctuation
87-67	Dagbók	dagbók .	upper4lower-common	67-1	texti030-2008.xml	orthography	capitalization
87-67	Dagbók	dagbók .	missing-period	67-2	texti030-2008.xml	orthography	punctuation
88-1	vill vera	vil verða	want	1-1	texti088-2006.xml	grammar	inflection
88-1	vill vera	vil verða	aux	1-2	texti088-2006.xml	vocabulary	aux
88-2	NA	að	missing-conjunction	NA	texti088-2006.xml	orthography	punctuation
88-3	NA	til	missing-conjunction	NA	texti088-2006.xml	orthography	punctuation
88-4	vera	verða	aux	NA	texti088-2006.xml	vocabulary	aux
88-5	þannig ef	. Ef	conjunction4period	NA	texti088-2006.xml	orthography	punctuation
88-6	Hollywood stjarna	Hollywood-stjarna	missing-hyphen	NA	texti088-2006.xml	orthography	spacing
88-7	hafa	eiga	have	NA	texti088-2006.xml	vocabulary	aux
88-8	NA	með	missing-prep	NA	texti088-2006.xml	grammar	prep
88-9	herbergi	herbergjum ,	nominal-inflection	9-1	texti088-2006.xml	grammar	inflection
88-9	herbergi	herbergjum ,	case-prep	9-1	texti088-2006.xml	grammar	case
88-9	herbergi	herbergjum ,	missing-comma	9-2	texti088-2006.xml	orthography	punctuation
88-10	baðherbergi	baðherbergjum	nominal-inflection	10-1	texti088-2006.xml	grammar	inflection
88-10	baðherbergi	baðherbergjum	case-prep	10-1	texti088-2006.xml	grammar	case
88-11	fjögur eldhús tvær stofur	fjórum eldhúsum , tveimur stofum	nominal-inflection	11-1	texti088-2006.xml	grammar	inflection
88-11	fjögur eldhús tvær stofur	fjórum eldhúsum , tveimur stofum	case-prep	11-1	texti088-2006.xml	grammar	case
88-11	fjögur eldhús tvær stofur	fjórum eldhúsum , tveimur stofum	missing-comma	11-2	texti088-2006.xml	orthography	punctuation
88-11	fjögur eldhús tvær stofur	fjórum eldhúsum , tveimur stofum	nominal-inflection	11-3	texti088-2006.xml	grammar	inflection
88-11	fjögur eldhús tvær stofur	fjórum eldhúsum , tveimur stofum	case-prep	11-3	texti088-2006.xml	grammar	case
88-12	sundlaugar	sundlaugum	nominal-inflection	12-1	texti088-2006.xml	grammar	inflection
88-12	sundlaugar	sundlaugum	case-prep	12-1	texti088-2006.xml	grammar	case
88-13	risa garðinum	risagarðinum	split-compound	NA	texti088-2006.xml	orthography	spacing
88-14	NA	hafa	missing-word	NA	texti088-2006.xml	vocabulary	omission
88-15	koka	kokka í vinnu	missing-letter	15-1	texti088-2006.xml	orthography	typo
88-15	koka	kokka í vinnu	missing-words	15-2	texti088-2006.xml	vocabulary	omission
88-16	þryffolk og gesta hús	starfsfólk í þrifum . Einnig mun ég eiga gestahús	nonword	16-1	texti088-2006.xml	orthography	nonword
88-16	þryffolk og gesta hús	starfsfólk í þrifum . Einnig mun ég eiga gestahús	conjunction4period	16-2	texti088-2006.xml	orthography	punctuation
